Journal,Title,Link,Category
QJE,A General Theory of Executive Compensation Based on Statistically Tested Propositions,https://doi.org/10.2307/1884268,Production Function
QJE,"Workings of a City: Location, Education, and Production",https://doi.org/10.2307/2118403,Production Function
QJE,Externalities in Economies with Imperfect Information and Incomplete Markets,https://doi.org/10.2307/1891114,Production Function
QJE,Renegotiation and Information Revelation Over Time: The Case of Optimal Labor Contracts,https://doi.org/10.2307/2937812,Production Function
QJE,Professor Knight on Limits to the Use of Capital,https://doi.org/10.2307/1882845,Production Function
QJE,A Theory of Competition Among Pressure Groups for Political Influence,https://doi.org/10.2307/1886017,Production Function
QJE,Two-Sector Growth with Endogenous Technical Change: A Marxian Simulation Model,https://doi.org/10.2307/2936140,Production Function
QJE,Demand Interrelations for Selected Agricultural Products,https://doi.org/10.2307/1882754,Production Function
QJE,Toward A General Theory Of Sales Tax Incidence,https://doi.org/10.2307/1885336,Production Function
QJE,"Marginal Analysis, Multi-Plant Firms, and Business Practice: An Example",https://doi.org/10.2307/1882150,Production Function
QJE,Investment Decision with a General Equilibrium Mean-Variance Approach,https://doi.org/10.2307/1882273,Production Function
QJE,Nonexpected Utility in Macroeconomics,https://doi.org/10.2307/2937817,Production Function
QJE,Exports and Economic Growth: The Case of Postwar Japan,https://doi.org/10.2307/1882045,Production Function
QJE,A General Theory of Executive Compensation Based on Statistically Tested Propositions,https://doi.org/10.2307/1884268,Production Function
QJE,"Workings of a City: Location, Education, and Production",https://doi.org/10.2307/2118403,Production Function
QJE,Externalities in Economies with Imperfect Information and Incomplete Markets,https://doi.org/10.2307/1891114,Production Function
QJE,Renegotiation and Information Revelation Over Time: The Case of Optimal Labor Contracts,https://doi.org/10.2307/2937812,Production Function
QJE,Export Performance and Export-Import Linkage Requirements,https://doi.org/10.2307/1885698,Production Function
QJE,Integrating Equity and Efficiency in Applied Welfare Economics,https://doi.org/10.2307/1885320,Production Function
QJE,Some Economic Aspects of Fissionable Material,https://doi.org/10.2307/1884447,Production Function
QJE,"Productivity, Real Wages, and Economic Growth",https://doi.org/10.2307/1884250,Production Function
QJE,Belief in a Just World and Redistributive Politics,https://doi.org/10.1162/qjec.2006.121.2.699,Production Function
QJE,News Shocks in Open Economies: Evidence from Giant Oil Discoveries,https://doi.org/10.1093/qje/qjw030,Production Function
QJE,An Extension of the Second Welfare Theorem to Economies with Nonconvexities and Public Goods,https://doi.org/10.2307/1885061,Production Function
QJE,The Heckscher-Ohlin-Samuelson Model with Implicit Contracts,https://doi.org/10.2307/1885685,Production Function
QJE,On the Cost of Adjustment,https://doi.org/10.2307/1882270,Production Function
QJE,Sovereign Debt Repurchases: No Cure for Overhang,https://doi.org/10.2307/2937962,Production Function
QJE,Economic Imperialism,https://doi.org/10.1162/003355300554683,Production Function
QJE,Human Capital Versus Sorting: The Effects of Compulsory Attendance Laws,https://doi.org/10.2307/1885699,Production Function
QJE,"Heterogeneous Preferences, Compensating Wage Differentials, and Comparable Worth",https://doi.org/10.2307/1884278,Production Function
QJE,Producer Surplus and Risk,https://doi.org/10.1093/qje/100.Supplement.853,Production Function
QJE,"Welfare Criteria, Pricing and Decentralization of a Public Service",https://doi.org/10.2307/1884668,Production Function
QJE,An Extension of the Second Welfare Theorem to Economies with Nonconvexities and Public Goods,https://doi.org/10.2307/1885061,Production Function
QJE,The Heckscher-Ohlin-Samuelson Model with Implicit Contracts,https://doi.org/10.2307/1885685,Production Function
QJE,On the Cost of Adjustment,https://doi.org/10.2307/1882270,Production Function
QJE,Sovereign Debt Repurchases: No Cure for Overhang,https://doi.org/10.2307/2937962,Production Function
QJE,The Geography of Unemployment,https://doi.org/10.1093/qje/qjad010,Production Function
QJE,Human Capital and Industrialization: Evidence from the Age of Enlightenment,https://doi.org/10.1093/qje/qjv025,Production Function
QJE,Sources of Intra-Industry Wage Dispersion: How Much Do Employers Matter?,https://doi.org/10.2307/2937931,Production Function
QJE,Economies of Scale in Cash Balances Reconsidered,https://doi.org/10.2307/1884809,Production Function
QJE,The More the Merrier? The Effect of Family Size and Birth Order on Children's Education,https://doi.org/10.1093/qje/120.2.669,Production Function
QJE,Investment Criteria for Economic Development and the Theory of Intertemporal Welfare Economics,https://doi.org/10.2307/1882296,Production Function
QJE,The Costs of Low Birth Weight,https://doi.org/10.1093/qje/120.3.1031,Production Function
QJE,Imperfect Risk Sharing and the Business Cycle,https://doi.org/10.1093/qje/qjad013,Production Function
QJE,Capital Obsolescence and Agricultural Productivity,https://doi.org/10.1093/qje/qjaa028,Production Function
QJE,The World Income Distribution,https://doi.org/10.1162/003355302753650355,Production Function
QJE,The Induced Innovation Hypothesis and Energy-Saving Technological Change,https://doi.org/10.1162/003355399556188,Production Function
QJE,Creative Destruction and Firm Organization Choice,https://doi.org/10.1162/003355300555051,Production Function
QJE,Monetary Independence and Rollover Crises,https://doi.org/10.1093/qje/qjab025,Production Function
QJE,The Growing Importance of Social Skills in the Labor Market,https://doi.org/10.1093/qje/qjx022,Production Function
QJE,The Costs of Low Birth Weight,https://doi.org/10.1093/qje/120.3.1031,Production Function
QJE,Imperfect Risk Sharing and the Business Cycle,https://doi.org/10.1093/qje/qjad013,Production Function
QJE,Capital Obsolescence and Agricultural Productivity,https://doi.org/10.1093/qje/qjaa028,Production Function
QJE,Welfare Aspects of International Trade in Goods and Securities,https://doi.org/10.2307/1883155,Production Function
QJE,Mr. Keynes on the Causes of Unemployment,https://doi.org/10.2307/1882505,Production Function
QJE,Are Prices Too Sticky?,https://doi.org/10.2307/2937808,Production Function
QJE,International Investment and International Trade in the Product Cycle,https://doi.org/10.2307/1880689,Production Function
QJE,Innovation and Industry Evolution,https://doi.org/10.2307/1885736,Production Function
QJE,"Vertical Integration: Scale Distortions, Partial Integration, and the Direction of Price Change",https://doi.org/10.2307/1884645,Production Function
QJE,"Technology, Profit Risk, and Assessments of Market Performance",https://doi.org/10.2307/1880803,Production Function
QJE,Employment and Industrialization in Developing Countries,https://doi.org/10.2307/1880581,Production Function
QJE,Causal Parameters and Policy Analysis in Economics: A Twentieth Century Retrospective,https://doi.org/10.1162/003355300554674,Production Function
QJE,Input Specificity and the Propagation of Idiosyncratic Shocks in Production Networks,https://doi.org/10.1093/qje/qjw018,Production Function
QJE,Labor Market Returns and the Evolution of Cognitive Skills: Theory and Evidence,https://doi.org/10.1093/qje/qjac022,Production Function
QJE,When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent Firms,https://doi.org/10.1162/00335530360698478,Production Function
QJE,Implications of Skill-Biased Technological Change: International Evidence,https://doi.org/10.1162/003355398555892,Production Function
QJE,Human Capital and Development Accounting: New Evidence from Wage Gains at Migration,https://doi.org/10.1093/qje/qjx047,Production Function
QJE,Why Do New Technologies Complement Skills? Directed Technical Change and Wage Inequality,https://doi.org/10.1162/003355398555838,Production Function
QJE,"Foreign Know-How, Firm Control, and the Income of Developing Countries",https://doi.org/10.1162/qjec.2009.124.1.149,Production Function
QJE,Why Do New Technologies Complement Skills? Directed Technical Change and Wage Inequality,https://doi.org/10.1162/003355398555838,Production Function
QJE,School Inputs and Educational Outcomes in South Africa,https://doi.org/10.1162/003355399556124,Production Function
QJE,Financial Systems in Northern Thai Villages,https://doi.org/10.2307/2946647,Production Function
QJE,Taxation and Innovation in the Twentieth Century,https://doi.org/10.1093/qje/qjab022,Production Function
QJE,Barriers to Global Capital Allocation,https://doi.org/10.1093/qje/qjaf031,Production Function
QJE,Labor in the Boardroom,https://doi.org/10.1093/qje/qjaa038,Production Function
QJE,Some Notes on the Choice of Capital-Intensity in Development Planning,https://doi.org/10.2307/1885711,Production Function
QJE,The Existence of Marginal Cost Pricing Equilibria with Increasing Returns,https://doi.org/10.2307/1885105,Production Function
QJE,Confidence and the Real Value of Money in an Overlapping Generations Economy,https://doi.org/10.2307/1884677,Production Function
QJE,"J. S. Mill, Unions, and the Wages Fund Recantation: A Reinterpretation",https://doi.org/10.2307/1883178,Production Function
QJE,An Interindustry Analysis of Bargaining Outcomes: Preliminary Evidence from Two-Digit Industries,https://doi.org/10.2307/1885976,Production Function
QJE,The Basic Theory of Normal Prices,https://doi.org/10.2307/1891128,Production Function
QJE,On the Efficiency Price of Capital in a Dual Economy,https://doi.org/10.2307/1881823,Production Function
QJE,A Peek at the Tradeoff Relationship Between Expected Return and Risk,https://doi.org/10.2307/1884810,Production Function
QJE,"Employment, Growth and Price Levels: A Review Article",https://doi.org/10.2307/1883056,Production Function
QJE,A Behavioral Explanation for Nominal Wage Rigidity During the Great Depression,https://doi.org/10.2307/2937864,Production Function
QJE,Work and Welfare as Determinants of Female Poverty and Household Headship,https://doi.org/10.2307/1885875,Production Function
QJE,A Complete Capital Model Involving Heterogeneous Capital Goods,https://doi.org/10.2307/1881864,Production Function
QJE,The Economics of Export-Performance Requirements,https://doi.org/10.2307/1884221,Production Function
QJE,International Trade Puzzles: A Solution Linking Production and Preferences,https://doi.org/10.1093/qje/qju010,Production Function
QJE,Incentives for Managers and Inequality among Workers: Evidence from a Firm-Level Experiment,https://doi.org/10.1162/qjec.122.2.729,Production Function
QJE,"Investor Protection, Optimal Incentives, and Economic Growth",https://doi.org/10.1162/0033553041502171,Production Function
QJE,How Do Sex Ratios Affect Marriage and Labor Markets? Evidence from America's Second Generation,https://doi.org/10.1162/003355302760193940,Production Function
QJE,The Optimal Degree of Commitment to an Intermediate Monetary Target,https://doi.org/10.2307/1885679,Production Function
QJE,Comparative Dynamics in Aggregate Models of Optimal Capital Accumulation,https://doi.org/10.2307/1885682,Production Function
QJE,Social and Private Rates of Return from Industrial Innovations,https://doi.org/10.2307/1885415,Production Function
QJE,Finance and Growth: Schumpeter Might Be Right,https://doi.org/10.2307/2118406,Production Function
QJE,Underemployment Equilibrium with Rational Expectations,https://doi.org/10.2307/1882628,Production Function
QJE,"Evidence on Growth, Increasing Returns, and the Extent of the Market",https://doi.org/10.1162/003355399556205,Production Function
QJE,"Anticipations, Business Planning, and the Cycle",https://doi.org/10.2307/1882089,Production Function
QJE,Overstatement of Industrial Growth in Poland,https://doi.org/10.2307/1880655,Production Function
QJE,Commodity Bundling and Agenda Control in the Public Sector,https://doi.org/10.2307/1881780,Production Function
QJE,An Equilibrium Analysis of Optimal Unemployment Insurance and Taxation,https://doi.org/10.1093/qje/100.Supplement.989,Production Function
QJE,Investors' Time Horizon and the Inefficiency of Capital Markets,https://doi.org/10.2307/1884158,Production Function
QJE,"Output, Employment, Consumption, and Investment",https://doi.org/10.2307/1883321,Production Function
QJE,Multiproduct Firms and Trade Liberalization,https://doi.org/10.1093/qje/qjr021,Production Function
QJE,Trade and the Topography of the Spatial Economy,https://doi.org/10.1093/qje/qju016,Production Function
QJE,Teacher Quality and Learning Outcomes in Kindergarten,https://doi.org/10.1093/qje/qjw016,Production Function
QJE,Optimal Dividends and Corporate Growth under Uncertainty,https://doi.org/10.2307/1880545,Production Function
QJE,Multiproduct Firms and Trade Liberalization,https://doi.org/10.1093/qje/qjr021,Production Function
QJE,Trade and the Topography of the Spatial Economy,https://doi.org/10.1093/qje/qju016,Production Function
QJE,Teacher Quality and Learning Outcomes in Kindergarten,https://doi.org/10.1093/qje/qjw016,Production Function
QJE,All School Finance Equalizations are Not Created Equal,https://doi.org/10.1162/003355301753265552,Production Function
QJE,Estimating Welfare in Insurance Markets Using Variation in Prices,https://doi.org/10.1162/qjec.2010.125.3.877,Production Function
QJE,A Theory of Wage and Promotion Dynamics Inside Firms,https://doi.org/10.1162/003355399556287,Production Function
QJE,What Marshall Didn't Know: On the Twentieth Century's Contributions to Economics,https://doi.org/10.1162/003355300554656,Production Function
QJE,Wages and Employment in a Segmented Labor Market,https://doi.org/10.2307/1885677,Production Function
QJE,Equalizing Exchange: Trade Liberalization and Income Convergence,https://doi.org/10.2307/2118404,Production Function
QJE,A Positive Theory of Economics,https://doi.org/10.2307/1882745,Production Function
QJE,Inflexible Prices and Procyclical Productivity,https://doi.org/10.2307/2937876,Production Function
QJE,From Entry Barriers to Mobility Barriers: Conjectural Decisions and Contrived Deterrence to New Competition,https://doi.org/10.2307/1885416,Production Function
QJE,"Adverse Selection in the Market for Slaves: New Orleans, 1830–1860",https://doi.org/10.2307/1886022,Production Function
QJE,Expectations and Stability in Neo-Keynesian Growth Theory,https://doi.org/10.2307/1879373,Production Function
QJE,"The Turnip, the New Husbandry, and the English Agricultural Revolution",https://doi.org/10.2307/1880527,Production Function
QJE,Does Management Matter? Evidence from India,https://doi.org/10.1093/qje/qjs044,Production Function
QJE,The Origins of Technology-Skill Complementarity,https://doi.org/10.1162/003355398555720,Production Function
QJE,Relational Contracts and the Theory of the Firm,https://doi.org/10.1162/003355302753399445,Production Function
QJE,"Labor Supply Shocks, Native Wages, and the Adjustment of Local Employment",https://doi.org/10.1093/qje/qjw032,Production Function
QJE,Urbanization and Structural Transformation,https://doi.org/10.1093/qje/qjs003,Production Function
QJE,Relational Contracts and the Theory of the Firm,https://doi.org/10.1162/003355302753399445,Production Function
QJE,"Labor Supply Shocks, Native Wages, and the Adjustment of Local Employment",https://doi.org/10.1093/qje/qjw032,Production Function
QJE,Urbanization and Structural Transformation,https://doi.org/10.1093/qje/qjs003,Production Function
QJE,Relative-Price Changes as Aggregate Supply Shocks,https://doi.org/10.2307/2118514,Production Function
QJE,Economic Theory and the Meaning of Competition,https://doi.org/10.2307/1879604,Production Function
QJE,The Struggle for Commercial Bank Savings,https://doi.org/10.2307/1884187,Production Function
QJE,Monopolistic Recycling of Oil Revenue and Intertemporal Bias in Oil Depletion and Trade,https://doi.org/10.2307/1884371,Production Function
QJE,"Educational Subsidy, Agricultural Development, and Fertility Change",https://doi.org/10.2307/1882627,Production Function
QJE,"Commercial Policy, Allocative Efficiency, and “X-Efficiency”",https://doi.org/10.2307/1881943,Production Function
QJE,"Income Distribution, Market Size, and Industrialization",https://doi.org/10.2307/2937810,Production Function
QJE,Peer Effects with Random Assignment: Results for Dartmouth Roommates,https://doi.org/10.1162/00335530151144131,Production Function
QJE,Public and Private Returns from Joint Venture Research: An Example from Agriculture,https://doi.org/10.2307/1884644,Production Function
QJE,Schumpeter and Max Weber — Central Visions and Social Theories,https://doi.org/10.2307/1882704,Production Function
QJE,Neoclassical Theory and the Optimizing Peasant: An Econometric Analysis of Market Family Labor Supply in a Developing Country,https://doi.org/10.2307/1884603,Production Function
QJE,Fiscal Policy with Noncontingent Debt and the Optimal Maturity Structure,https://doi.org/10.1162/003355302760193977,Production Function
QJE,Enterprise and Profit,https://doi.org/10.2307/1885862,Production Function
QJE,"Inequality, the Urban-Rural Gap, and Migration*",https://doi.org/10.1093/qje/qjt025,Production Function
QJE,Do Voters Affect or Elect Policies? Evidence from the U. S. House,https://doi.org/10.1162/0033553041502153,Production Function
QJE,Agricultural Decisions after Relaxing Credit and Risk Constraints,https://doi.org/10.1093/qje/qju002,Production Function
QJE,Watering Down Environmental Regulation in China,https://doi.org/10.1093/qje/qjaa024,Production Function
QJE,"Inequality, the Urban-Rural Gap, and Migration*",https://doi.org/10.1093/qje/qjt025,Production Function
QJE,Do Voters Affect or Elect Policies? Evidence from the U. S. House,https://doi.org/10.1162/0033553041502153,Production Function
QJE,Welfare and Macroeconomic Interdependence,https://doi.org/10.1162/00335530151144069,Production Function
QJE,"Human Capital, Product Quality, and Growth",https://doi.org/10.2307/2937948,Production Function
QJE,Labor Contracts as Partial Gift Exchange,https://doi.org/10.2307/1885099,Production Function
QJE,Growth and Interdependence,https://doi.org/10.1162/003355397555127,Production Function
QJE,Current Accounts in Debtor and Creditor Countries,https://doi.org/10.1162/003355300555033,Production Function
QJE,Tax Subsidies to Owner-Occupied Housing: An Asset-Market Approach,https://doi.org/10.2307/1883123,Production Function
QJE,Have IRAs Increased U. S. Saving?: Evidence from Consumer Expenditure Surveys,https://doi.org/10.2307/2937894,Production Function
QJE,The Dynamics of Learning with Team Production: Implications for Task Assignment,https://doi.org/10.2307/2118359,Production Function
QJE,The Theory of Investment Once More: Mr. Boulding and the Austrians,https://doi.org/10.2307/1882342,Production Function
QJE,Consumer Demand and Equilibrium Unemployment in a Working Model of the Customer-Market Incentive-Wage Economy,https://doi.org/10.2307/2118372,Production Function
QJE,Complete Pass-Through in Levels,https://doi.org/10.1093/qje/qjag014,Production Function
QJE,Simulation and Long-Range Planning for Resource Allocation,https://doi.org/10.2307/1880817,Production Function
QJE,Economic Growth in a Cross Section of Countries,https://doi.org/10.2307/2937943,Production Function
QJE,"The Quarterly Journal of Economics, Volume 106, Issue 2, May 1991, Pages 407–443, https://doi.org/10.2307/2937943",.,Production Function
QJE,Cost-Minimizing Number of Firms and Determination of Industry Structure,https://doi.org/10.2307/1883153,Production Function
QJE,The Quality and Efficiency of Public and Private Firms: Evidence from Ambulance Services,https://doi.org/10.1093/qje/qjac014,Production Function
QJE,Putting Quantitative Models to the Test: An Application to the U.S.-China Trade War,https://doi.org/10.1093/qje/qjae041,Production Function
QJE,"Why did the Elites Extend the Suffrage? Democracy and the Scope of Government, with an Application to Britain's “Age of Reform”",https://doi.org/10.1162/0033553041382175,Production Function
QJE,Negotiating a Better Future: How Interpersonal Skills Facilitate Intergenerational Investment,https://doi.org/10.1093/qje/qjz039,Production Function
QJE,"The Theory of Marginal Productivity Tested by Data for Manufacturing in Victoria, II",https://doi.org/10.2307/1881733,Production Function
QJE,Finance and the Preservation of Wealth,https://doi.org/10.1093/qje/qju012,Production Function
QJE,North-South Trade and the Environment,https://doi.org/10.2307/2118421,Production Function
QJE,Distance Inputs and the Space-Economy Part II: The Locational Equilibrium of the Firm,https://doi.org/10.2307/1882220,Production Function
QJE,"Automation and Rent Dissipation: Implications for Wages, Inequality, and Productivity",https://doi.org/10.1093/qje/qjag006,Production Function
QJE,On the Long-Run Evolution of Inheritance: France 1820–2050,https://doi.org/10.1093/qje/qjr020,Production Function
QJE,Religious Competition and Reallocation: the Political Economy of Secularization in the Protestant Reformation,https://doi.org/10.1093/qje/qjy011,Production Function
QJE,Use It or Lose It: Efficiency and Redistributional Effects of Wealth Taxation,https://doi.org/10.1093/qje/qjac047,Production Function
QJE,Measuring Welfare and Inequality with Incomplete Price Information,https://doi.org/10.1093/qje/qjad037,Production Function
QJE,Dollar Dominance and the Transmission of Monetary Policy,https://doi.org/10.1093/qje/qjaf043,Production Function
QJE,Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,https://doi.org/10.1162/003355302760193959,Production Function
QJE,Economic Implications of Aircraft,https://doi.org/10.2307/1884823,Production Function
QJE,Short-Term versus Long-Term Interests: Capital Structure with Multiple Investors,https://doi.org/10.2307/2118356,Production Function
QJE,Abortion Legalization and Child Living Circumstances: Who is the “Marginal Child”?,https://doi.org/10.1162/003355399556007,Production Function
QJE,A Model of Imperfect Competition with Keynesian Features,https://doi.org/10.2307/1882629,Production Function
QJE,The Creation and Capture of Rents: Wages and Innovation in a Panel of U. K. Companies,https://doi.org/10.2307/2946662,Production Function
QJE,Wage Rates as a Barrier to Entry: The Pennington Case in Perspective,https://doi.org/10.2307/1882246,Production Function
QJE,Changes in the Demand for Skilled Labor within U. S. Manufacturing: Evidence from the Annual Survey of Manufactures,https://doi.org/10.2307/2118467,Production Function
QJE,The Optimal Distribution of Income,https://doi.org/10.2307/1882268,Production Function
QJE,Parental Guidance and Supervised Learning,https://doi.org/10.1162/qjec.2008.123.3.1161,Production Function
QJE,Stockholdings of Officers and Directors in American Industrial Corporations,https://doi.org/10.2307/1891096,Production Function
QJE,A Model of Imperfect Competition with Keynesian Features,https://doi.org/10.2307/1882629,Production Function
QJE,The Creation and Capture of Rents: Wages and Innovation in a Panel of U. K. Companies,https://doi.org/10.2307/2946662,Production Function
QJE,Wage Rates as a Barrier to Entry: The Pennington Case in Perspective,https://doi.org/10.2307/1882246,Production Function
QJE,Changes in the Demand for Skilled Labor within U. S. Manufacturing: Evidence from the Annual Survey of Manufactures,https://doi.org/10.2307/2118467,Production Function
QJE,The Optimal Distribution of Income,https://doi.org/10.2307/1882268,Production Function
QJE,Parental Guidance and Supervised Learning,https://doi.org/10.1162/qjec.2008.123.3.1161,Production Function
QJE,Buyers’ Sourcing Strategies and Suppliers’ Markups in Bangladeshi Garments,https://doi.org/10.1093/qje/qjad026,Production Function
QJE,How Does Your Kindergarten Classroom Affect Your Earnings? Evidence from Project Star,https://doi.org/10.1093/qje/qjr041,Production Function
QJE,Moral Hazard: Experimental Evidence from Tenancy Contracts,https://doi.org/10.1093/qje/qjy023,Production Function
QJE,"New Pricing Models, Same Old Phillips Curves?",https://doi.org/10.1093/qje/qjad041,Production Function
QJE,Trading Nontradables: The Implications of Europe’s Job-Posting Policy,https://doi.org/10.1093/qje/qjad032,Production Function
QJE,Disorganization,https://doi.org/10.1162/003355300555439,Production Function
QJE,Zipf's Law for Cities: An Explanation,https://doi.org/10.1162/003355399556133,Production Function
QJE,"Partisan Competition, Growth, and the Franchise",https://doi.org/10.1093/qje/120.3.1155,Production Function
QJE,Long-Term Effects of Class Size,https://doi.org/10.1093/qje/qjs048,Production Function
QJE,Estimation of Optimum Size of Plant by the Survivor Technique,https://doi.org/10.2307/1884320,Production Function
QJE,Golden Eggs and Hyperbolic Discounting,https://doi.org/10.1162/003355397555253,Production Function
QJE,Some Fundamentals in the Theory of Velocity,https://doi.org/10.2307/1884085,Production Function
QJE,"Foreign Competition, Market Power, and Wage Inequality",https://doi.org/10.2307/2946649,Production Function
QJE,Disorganization,https://doi.org/10.1162/003355300555439,Production Function
QJE,Zipf's Law for Cities: An Explanation,https://doi.org/10.1162/003355399556133,Production Function
QJE,"Partisan Competition, Growth, and the Franchise",https://doi.org/10.1093/qje/120.3.1155,Production Function
QJE,"Why Did the West Extend the Franchise? Democracy, Inequality, and Growth in Historical Perspective",https://doi.org/10.1162/003355300555042,Production Function
QJE,Immigrating to Opportunity: Estimating the Effect of School Quality Using a Natural Experiment on Ethiopians in Israel,https://doi.org/10.1162/0033553041382193,Production Function
QJE,"Monetary Discretion, Pricing Complementarity, and Dynamic Multiple Equilibria",https://doi.org/10.1162/0033553042476170,Production Function
QJE,Journal Article,https://doi.org/10.2307/1883316,Production Function
QJE,The Role of the Structural Transformation in Aggregate Productivity,https://doi.org/10.1162/qjec.2010.125.1.129,Production Function
QJE,Identifying Government Spending Shocks: It's all in the Timing*,https://doi.org/10.1093/qje/qjq008,Production Function
QJE,Do Public Schools Hire the Best Applicants?,https://doi.org/10.2307/2946659,Production Function
QJE,The Internal Economics of the Firm: Evidence from Personnel Data,https://doi.org/10.2307/2118351,Production Function
QJE,Progressive Estate Taxation,https://doi.org/10.1162/qjec.2010.125.2.635,Production Function
QJE,Inflation Dynamics and Time-Varying Volatility: New Evidence and an Ss Interpretation,https://doi.org/10.1093/qje/qjt027,Production Function
QJE,The Establishment-Level Behavior of Vacancies and Hiring,https://doi.org/10.1093/qje/qjt002,Production Function
QJE,Mother's Education and the Intergenerational Transmission of Human Capital: Evidence from College Openings,https://doi.org/10.1162/003355303322552856,Production Function
QJE,The Soviet Price Reform Discussion,https://doi.org/10.2307/1880544,Production Function
QJE,The Life Cycle of Plants in India and Mexico,https://doi.org/10.1093/qje/qju014,Production Function
QJE,Misallocation and Manufacturing TFP in China and India,https://doi.org/10.1162/qjec.2009.124.4.1403,Production Function
QJE,Chernobyl's Subclinical Legacy: Prenatal Exposure to Radioactive Fallout and School Outcomes in Sweden,https://doi.org/10.1162/qjec.2009.124.4.1729,Production Function
QJE,Using Maimonides' Rule to Estimate the Effect of Class Size on Scholastic Achievement,https://doi.org/10.1162/003355399556061,Production Function
QJE,Chernobyl's Subclinical Legacy: Prenatal Exposure to Radioactive Fallout and School Outcomes in Sweden,https://doi.org/10.1162/qjec.2009.124.4.1729,Production Function
QJE,Using Maimonides' Rule to Estimate the Effect of Class Size on Scholastic Achievement,https://doi.org/10.1162/003355399556061,Production Function
QJE,Can Falling Supply Explain the Rising Return to College for Younger Men? A Cohort-Based Analysis,https://doi.org/10.1162/00335530151144140,Production Function
QJE,Time-Inconsistent Preferences and Social Security,https://doi.org/10.1162/003355303321675509,Production Function
QJE,Price Setting during Low and High Inflation: Evidence from Mexico,https://doi.org/10.1162/qjec.2009.124.3.1221,Production Function
QJE,Joseph Alois Schumpeter 1883–1950,https://doi.org/10.2307/1884555,Production Function
QJE,Politics and Efficiency of Separating Capital and Ordinary Government Budgets,https://doi.org/10.1093/qje/121.4.1167,Production Function
QJE,"Earnings Dynamics, Changing Job Skills, and STEM Careers",https://doi.org/10.1093/qje/qjaa021,Production Function
QJE,The Macroeconomic Impact of Climate Change: Global Versus Local Temperature,https://doi.org/10.1093/qje/qjag011,Production Function
QJE,The Impact of Legalized Abortion on Crime,https://doi.org/10.1162/00335530151144050,Production Function
QJE,Institutional Investors and Stock Market Volatility,https://doi.org/10.1162/qjec.2006.121.2.461,Production Function
QJE,Does Entry Regulation Hinder Job Creation? Evidence from the French Retail Industry,https://doi.org/10.1162/003355302320935052,Production Function
QJE,Ghost-House Busters: The Electoral Response to a Large Anti–Tax Evasion Program,https://doi.org/10.1093/qje/qjv041,Production Function
QJE,Cash and the Economy: Evidence from India’s Demonetization,https://doi.org/10.1093/qje/qjz027,Production Function
QJE,Rethinking the Effects of Financial Globalization,https://doi.org/10.1093/qje/qjw010,Production Function
QJE,Learning by Drilling: Interfirm Learning and Relationship Persistence in the Texas Oilpatch,https://doi.org/10.1093/qje/qjr039,Production Function
QJE,The Firm as a Dedicated Hierarchy: A Theory of the Origins and Growth of Firms,https://doi.org/10.1162/00335530152466241,Production Function
QJE,"Trade, Quality Upgrading, and Wage Inequality in the Mexican Manufacturing Sector",https://doi.org/10.1162/qjec.2008.123.2.489,Production Function
QJE,On the Timing and Efficiency of Creative Destruction,https://doi.org/10.2307/2946673,Production Function
QJE,Social Preferences and the Response to Incentives: Evidence from Personnel Data,https://doi.org/10.1093/qje/120.3.917,Production Function
QJE,How Wide Is the Firm Border?,https://doi.org/10.1093/qje/qjz026,Production Function
QJE,"Lemon Technologies and Adoption: Measurement, Theory and Evidence from Agricultural Markets in Uganda",https://doi.org/10.1093/qje/qjx009,Production Function
QJE,The Impact of Legalized Abortion on Crime,https://doi.org/10.1162/00335530151144050,Production Function
QJE,Institutional Investors and Stock Market Volatility,https://doi.org/10.1162/qjec.2006.121.2.461,Production Function
QJE,Does Entry Regulation Hinder Job Creation? Evidence from the French Retail Industry,https://doi.org/10.1162/003355302320935052,Production Function
QJE,Ghost-House Busters: The Electoral Response to a Large Anti–Tax Evasion Program,https://doi.org/10.1093/qje/qjv041,Production Function
QJE,Cash and the Economy: Evidence from India’s Demonetization,https://doi.org/10.1093/qje/qjz027,Production Function
QJE,Rethinking the Effects of Financial Globalization,https://doi.org/10.1093/qje/qjw010,Production Function
QJE,Frequency of Price Adjustment and Pass-Through,https://doi.org/10.1162/qjec.2010.125.2.675,Production Function
QJE,The Effect of Financial Development on Convergence: Theory and Evidence,https://doi.org/10.1162/0033553053327515,Production Function
QJE,"The Price of Housing in the United States, 1890–2006",https://doi.org/10.1093/qje/qjaf047,Production Function
QJE,"Muslim Family Law, Prenuptial Agreements, and the Emergence of Dowry in Bangladesh",https://doi.org/10.1162/qjec.2010.125.3.1349,Production Function
QJE,The Theory of Distribution,https://doi.org/10.2307/1882785,Production Function
QJE,The Value of School Facility Investments: Evidence from a Dynamic Regression Discontinuity Design,https://doi.org/10.1162/qjec.2010.125.1.215,Production Function
QJE,Uncertainty Traps,https://doi.org/10.1093/qje/qjx021,Production Function
QJE,Does Head Start Improve Children's Life Chances? Evidence from a Regression Discontinuity Design,https://doi.org/10.1162/qjec.122.1.159,Production Function
QJE,Economics and Politics of Alternative Institutional Reforms,https://doi.org/10.1162/qjec.2008.123.3.1197,Production Function
